,Player,MPG,PER,OWS,DWS,WS,OBPM,BPM,VORP,Years_Played,Fantasy_PPG
55,Terry Davis,14.03,9.0,-0.4,0.9,0.5,-4.5,-4.7,-0.6,5.0,9.511904761904763
56,Walter Davis,23.7,18.3,2.1,1.5,3.6,1.1,-1.4,0.3,8.0,25.07246376811594
57,Johnny Dawkins,35.37,16.0,4.2,2.2,6.4,1.4,0.4,1.7,14.0,30.061728395061728
58,Vinny Del,24.45,12.6,1.0,1.2,2.2,-1.5,-2.6,-0.3,13.0,18.32894736842105
59,Byron Dinkins,10.97,10.9,-0.2,0.5,0.3,-3.7,-4.1,-0.2,1.0,8.378787878787879
60,Vlade Divac,19.65,17.5,1.7,3.2,5.0,-1.0,1.5,1.4,1.0,20.503048780487806
61,Sherman Douglas,30.49,17.0,2.3,2.1,4.4,1.0,-0.2,1.2,1.0,29.21604938271605
62,Terry Dozier,10.22,5.1,-0.3,0.1,-0.2,-7.2,-6.0,-0.1,1.0,5.555555555555555
63,Larry Drew,16.66,10.2,0.3,1.1,1.4,-2.0,-3.6,-0.5,12.0,10.8875
64,Mike Dunleavy,8.6,5.1,-0.1,0.0,-0.1,-5.4,-11.1,-0.1,12.0,5.85
65,T.R. Dunn,10.11,9.8,0.5,0.9,1.4,-2.3,0.2,0.4,5.0,6.226923076923077
66,Ledell Eackles,21.74,14.3,0.2,0.8,1.0,-0.8,-4.2,-0.9,10.0,19.166666666666668
67,Blue Edwards,23.04,10.7,0.2,2.4,2.7,-1.5,0.0,1.0,1.0,15.692073170731707
68,James Edwards,27.84,13.3,2.7,2.9,5.6,-1.4,-2.4,-0.2,11.0,20.070121951219512
69,Jay Edwards,6.5,7.8,0.0,0.0,0.0,-2.3,-5.1,0.0,1.0,3.75
70,Kevin Edwards,28.35,11.6,-2.0,2.3,0.3,-3.1,-2.3,-0.1,3.0,22.685897435897434
71,Craig Ehlo,35.73,14.5,3.3,3.2,6.5,1.5,2.6,3.4,8.0,29.089506172839506
72,Sean Elliott,25.09,12.5,2.6,2.0,4.6,-0.4,-0.9,0.6,1.0,17.188271604938272
73,Dale Ellis,36.96,19.0,5.4,1.0,6.4,4.6,2.5,2.3,2.0,33.54090909090909
74,Pervis Ellison,25.47,10.3,-0.5,0.9,0.4,-3.9,-2.1,0.0,1.0,19.433823529411764
75,Jim Farmer,10.53,15.5,0.5,0.3,0.7,0.0,-3.3,-0.1,4.0,9.138157894736842
76,Duane Ferrell,2.07,8.1,-0.1,0.0,-0.1,-5.1,-8.6,0.0,1.0,1.3928571428571428
77,Vern Fleming,35.07,16.3,5.6,1.2,6.7,2.0,0.7,2.0,9.0,29.926829268292682
78,Sleepy Floyd,32.07,14.2,3.4,2.9,6.3,0.6,-0.8,0.8,3.0,27.0640243902439
79,Corey Gaines,9.0,6.2,-0.1,0.1,-0.1,-6.4,-9.9,-0.2,4.0,5.361111111111111
80,Kevin Gamble,13.94,12.3,1.2,0.7,1.9,-0.7,-1.7,0.1,3.0,9.93661971830986
81,Winston Garland,22.3,9.8,-1.4,1.1,-0.3,-2.9,-3.8,-0.8,13.0,16.120253164556964
82,Tom Garrick,23.58,11.8,0.9,1.6,2.5,-1.5,-1.7,0.1,8.0,16.45205479452055
83,Kenny Gattison,14.94,12.9,0.6,0.9,1.5,-2.1,-1.3,0.2,9.0,11.194444444444445
84,Derrick Gervin,16.14,22.9,0.9,0.4,1.3,1.5,-1.2,0.1,1.0,18.714285714285715
85,Armen Gilliam,31.92,16.6,2.3,2.3,4.5,-0.3,-0.3,1.1,1.0,28.032894736842106
86,Mike Gminski,32.83,15.7,3.1,2.9,6.0,-0.9,-0.6,0.9,3.0,28.401234567901234
87,Gary Grant,34.75,15.3,-0.6,1.9,1.3,-0.2,0.2,0.8,4.0,33.10795454545455
88,Greg Grant,10.12,9.7,-0.8,0.7,-0.1,-4.0,-5.3,-0.6,1.0,7.514925373134329
89,Harvey Grant,22.79,12.0,1.1,1.4,2.6,-1.4,-1.4,0.3,2.0,16.453703703703702
90,Stuart Gray,9.66,8.5,0.0,0.7,0.6,-5.1,-3.3,-0.2,7.0,6.219827586206897
91,Jeff Grayer,20.1,11.4,0.4,1.1,1.5,-2.2,-3.0,-0.4,19.0,13.51056338028169
92,A.C. Green,33.04,14.7,4.4,3.3,7.7,0.3,0.4,1.6,6.0,26.024390243902438
93,Rickey Green,13.43,10.9,0.2,0.5,0.7,-3.0,-5.2,-0.7,3.0,9.05072463768116
94,Sidney Green,25.48,12.7,0.5,1.2,1.7,-2.3,-2.8,-0.4,5.0,21.09931506849315
95,Darrell Griffith,17.61,13.6,0.6,1.8,2.5,0.3,-0.4,0.6,2.0,14.435975609756097
96,Scott Haffner,13.0,8.3,-0.4,0.3,-0.1,-4.4,-6.7,-0.7,1.0,8.383720930232558
97,Jack Haley,16.18,8.5,-0.6,0.9,0.3,-5.1,-6.9,-1.3,1.0,10.201492537313433
98,Tom Hammonds,13.2,10.5,0.0,0.5,0.5,-3.3,-5.2,-0.6,1.0,9.282786885245901
99,Bob Hansen,26.84,8.5,0.9,2.0,2.8,-0.6,0.0,1.1,5.0,14.268518518518519
100,Bill Hanzlik,19.81,10.3,1.0,1.9,2.9,-1.7,-0.4,0.6,5.0,14.342592592592593
101,Tim Hardaway,33.71,16.0,1.9,1.4,3.3,1.0,-0.1,1.3,1.0,33.88291139240506
102,Derek Harper,36.67,19.8,6.3,3.6,9.9,4.2,4.3,4.8,3.0,37.021341463414636
103,Ron Harper,39.06,20.2,2.2,1.7,3.9,3.1,4.3,2.2,12.0,42.97857142857143
104,Scott Hastings,4.15,7.0,0.1,0.3,0.3,-3.5,-2.8,0.0,2.0,2.51875
105,Hersey Hawkins,34.83,17.0,5.5,2.5,8.0,2.5,2.0,2.9,6.0,31.338414634146343
106,Gerald Henderson,8.14,11.9,0.7,0.5,1.2,-0.5,-1.2,0.1,8.0,5.592105263157895
107,Rod Higgins,24.3,15.5,4.1,0.9,5.0,1.9,0.8,1.4,10.0,21.789634146341463
108,Craig Hodges,16.75,12.5,2.2,0.4,2.6,1.3,-2.3,-0.1,7.0,12.05952380952381
109,Dennis Hopson,32.29,13.6,1.3,1.9,3.1,-0.7,-1.2,0.5,2.0,25.268987341772153
110,Jeff Hornacek,34.0,19.6,5.8,2.8,8.7,4.2,5.2,4.1,8.0,33.615671641791046
111,Ed Horton,8.31,14.5,0.1,0.3,0.4,-1.2,-4.1,-0.2,1.0,7.038888888888889
112,Eddie Hughes,14.87,8.3,0.1,0.9,1.0,-2.8,-2.5,-0.1,8.0,9.004166666666666
113,Jay Humphries,34.79,16.4,5.0,2.6,7.6,1.7,1.5,2.5,9.0,30.830246913580247
114,Byron Irvin,9.76,15.6,0.5,0.7,1.2,-0.2,-0.2,0.2,1.0,8.59
115,Jaren Jackson,5.71,10.8,-0.3,0.2,-0.1,-3.7,-3.8,-0.1,1.0,4.428571428571429
116,Mark Jackson,29.61,14.3,1.6,2.1,3.7,0.2,-0.3,1.0,7.0,25.259146341463413
117,Michael Jackson,3.41,8.1,-0.1,0.1,0.0,-5.4,-4.1,0.0,12.0,2.1029411764705883
118,Avery Johnson,10.85,11.6,0.2,0.3,0.5,-2.1,-4.7,-0.4,3.0,8.089622641509434
119,Buck Johnson,34.54,12.9,2.2,3.9,6.2,-0.8,0.5,1.8,4.0,26.807926829268293
120,Eddie Johnson,28.3,14.9,2.4,1.5,3.9,0.8,-1.4,0.3,2.0,24.71484375
121,Eric Johnson,5.67,4.6,-0.8,0.4,-0.4,-6.6,-6.2,-0.3,1.0,3.9791666666666665
122,Kevin Johnson,37.59,22.8,9.0,2.6,11.6,4.9,3.7,4.0,3.0,44.902027027027025
123,Marques Johnson,9.9,8.5,0.0,0.0,0.0,-3.1,-6.7,-0.1,5.0,6.475
124,Vinnie Johnson,24.05,12.9,0.5,2.8,3.2,-1.0,-0.2,0.9,6.0,18.192073170731707
125,Nate Johnston,4.14,14.1,-0.1,0.2,0.1,-4.6,-6.3,-0.1,1.0,4.357142857142857
126,Anthony Jones,9.85,7.6,-0.8,0.8,0.0,-4.8,-4.3,-0.4,7.0,5.886363636363637
127,Caldwell Jones,12.29,7.2,0.0,1.3,1.3,-4.1,-3.4,-0.3,4.0,6.756944444444445
128,Shawn Kemp,13.83,15.9,0.5,1.6,2.1,-1.8,-1.7,0.1,1.0,13.234567901234568
129,Tim Kempton,14.94,10.7,0.1,1.2,1.3,-3.0,-2.5,-0.1,6.0,10.79225352112676
130,Steve Kerr,21.33,12.0,2.1,1.1,3.2,-0.9,-2.9,-0.4,6.0,14.192307692307692
131,Jerome Kersey,34.67,15.7,4.1,4.7,8.8,0.8,3.1,3.6,11.0,31.704268292682926
132,Randolph Keys,20.19,10.9,-0.5,1.5,1.0,-2.5,-3.4,-0.6,8.0,14.815625
133,Stacey King,21.67,13.8,2.2,1.4,3.6,-1.2,-2.1,-0.1,1.0,16.478658536585368
134,Greg Kite,21.34,7.0,-0.6,1.5,0.8,-4.4,-2.6,-0.2,15.0,11.355633802816902
135,Joe Kleine,16.85,10.5,1.0,1.3,2.3,-2.3,-3.0,-0.3,2.0,11.132716049382717
136,Jon Koncak,18.09,8.7,0.4,1.0,1.4,-2.0,-0.6,0.3,4.0,10.412037037037036
137,Frank Kornet,7.68,6.1,-0.3,0.4,0.0,-4.9,-5.8,-0.4,1.0,4.021929824561403
138,Larry Krystkowiak,23.81,7.6,-0.3,0.4,0.1,-5.2,-5.5,-0.3,9.0,14.734375
139,Bill Laimbeer,33.02,15.8,4.7,5.4,10.1,0.6,3.8,3.9,12.0,29.28395061728395
140,Jerome Lane,14.27,12.8,-0.4,1.6,1.2,-2.1,0.4,0.6,11.0,13.014925373134329
141,Tim Legler,7.55,6.7,0.0,0.1,0.0,-3.6,-5.5,-0.1,1.0,4.2727272727272725
142,Gary Leonard,5.77,6.2,-0.2,0.2,0.0,-7.6,-7.9,-0.2,1.0,3.4318181818181817
143,Jim Les,13.14,9.3,0.0,0.1,0.1,-4.0,-7.1,-0.1,6.0,8.214285714285714
144,Fat Lever,35.85,19.9,4.6,4.2,8.8,2.9,5.6,5.4,7.0,42.34177215189873
145,Cliff Levingston,22.75,12.1,2.4,1.0,3.4,0.1,0.5,1.1,2.0,15.156666666666666
146,Reggie Lewis,31.92,16.8,4.2,2.5,6.7,1.2,1.4,2.1,2.0,29.25632911392405
147,Todd Lichti,16.78,12.3,0.5,1.3,1.8,-1.9,-2.5,-0.2,1.0,12.841772151898734
148,Alton Lister,13.33,10.9,0.1,0.0,0.1,1.6,-0.9,0.0,9.0,8.416666666666666
149,Brad Lohaus,24.29,13.6,0.9,2.4,3.3,-1.3,0.1,1.0,7.0,20.675
150,Grant Long,22.91,11.6,0.6,2.1,2.7,-2.2,-0.9,0.5,15.0,17.114197530864196
151,John Long,21.46,10.7,-0.1,0.4,0.2,-1.7,-3.3,-0.3,11.0,13.609375
152,Sidney Lowe,21.8,8.7,0.1,1.4,1.5,-4.1,-4.3,-1.0,4.0,12.059375
153,John Lucas,19.14,11.5,-0.2,1.2,1.0,-2.4,-3.5,-0.4,5.0,15.576530612244898
154,Rick Mahorn,30.28,13.9,2.7,2.7,5.3,-0.7,0.4,1.4,14.0,23.87
155,Dan Majerle,30.74,13.5,2.6,2.9,5.5,0.6,2.4,2.5,7.0,24.76027397260274
156,Jeff Malone,34.23,18.5,4.4,0.8,5.2,1.7,-2.1,0.0,8.0,32.54
157,Danny Manning,31.96,16.3,2.9,2.4,5.3,0.9,1.4,1.9,7.0,27.725352112676056
158,Roy Marble,6.75,5.5,-0.4,0.1,-0.3,-5.1,-7.1,-0.2,1.0,3.8541666666666665
159,Jeff Martin,19.58,8.7,0.0,0.9,0.9,-3.1,-4.2,-0.7,1.0,10.869565217391305
160,Wes Matthews,13.0,19.6,0.1,0.0,0.1,-0.2,-14.4,0.0,2.0,12.5
161,Vernon Maxwell,25.15,11.5,0.3,2.5,2.8,-1.5,-1.5,0.3,2.0,18.332278481012658
162,George McCloud,9.39,4.6,-0.9,0.3,-0.7,-5.4,-7.0,-0.5,1.0,5.590909090909091
163,Rodney McCray,39.49,16.7,5.4,2.5,7.9,1.4,2.3,3.6,12.0,33.801829268292686
164,Xavier McDaniel,35.25,17.9,3.6,1.8,5.4,1.7,1.0,1.9,7.0,32.43115942028985
165,Mike McGee,20.0,9.8,0.1,0.3,0.4,-0.8,-1.4,0.0,6.0,12.017857142857142
166,Derrick McKey,34.35,15.6,4.0,2.3,6.3,1.0,2.0,2.8,2.0,28.275
167,Carlton McKinney,14.86,0.6,-0.4,0.1,-0.3,-8.4,-8.1,-0.2,1.0,6.714285714285714
168,Nate McMillan,28.51,14.4,2.3,2.6,4.9,0.8,3.1,3.0,10.0,24.533536585365855
169,Sam Mitchell,30.18,13.7,2.8,2.3,5.1,-1.1,-1.6,0.2,1.0,23.096875
170,Paul Mokeski,11.82,7.7,-0.4,0.5,0.2,-5.9,-6.9,-0.6,3.0,7.519736842105263
171,Johnny Moore,9.74,8.1,-0.4,0.7,0.3,-3.4,-3.2,-0.2,14.0,6.221698113207547
172,Chris Morris,30.61,14.8,0.5,2.6,3.2,0.0,0.8,1.8,2.0,27.29375
173,Mike Morrison,4.25,4.2,-0.5,0.1,-0.3,-7.5,-11.0,-0.3,1.0,2.4583333333333335
174,John Morton,10.86,5.9,-1.3,0.4,-0.9,-7.1,-9.0,-0.7,1.0,7.331081081081081
175,Tod Murphy,30.4,13.0,3.3,2.8,6.1,-0.8,0.6,1.6,1.0,20.771341463414632
176,Pete Myers,14.44,9.8,-0.6,0.7,0.0,-3.4,-3.6,-0.3,3.0,10.596153846153847
177,Larry Nance,33.31,19.1,3.5,3.0,6.5,0.6,2.8,2.5,9.0,34.17338709677419
178,Ed Nealy,10.93,11.1,0.7,0.5,1.3,-1.6,-1.6,0.1,7.0,6.853260869565218
179,Johnny Newman,28.46,12.7,2.8,1.7,4.5,0.2,-0.7,0.7,7.0,21.13125
180,Kurt Nimphius,8.26,7.9,-0.2,0.3,0.1,-4.9,-5.8,-0.3,2.0,5.052631578947368
181,Ken Norman,33.34,14.6,0.4,2.6,2.9,-0.9,-0.4,0.9,5.0,27.460714285714285
182,Charles Oakley,36.0,15.9,3.2,2.8,6.0,0.8,1.7,2.1,14.0,30.901639344262296
183,Jose Ortiz,4.92,16.0,0.0,0.1,0.1,1.3,0.1,0.0,4.0,5.269230769230769
184,Zarko Paspalj,6.46,4.3,-0.5,0.2,-0.3,-7.3,-9.2,-0.3,1.0,4.160714285714286
185,Jim Paxson,17.82,9.7,0.7,0.7,1.4,-2.0,-3.9,-0.6,5.0,10.90625
186,John Paxson,28.84,12.7,3.7,1.1,4.8,-0.1,-2.6,-0.4,7.0,19.371951219512194
187,Kenny Payne,6.17,10.7,-0.2,0.2,0.0,-3.7,-6.5,-0.2,1.0,4.8
188,Will Perdue,11.48,9.1,-0.3,0.8,0.5,-4.3,-5.6,-0.8,1.0,7.8441558441558445
189,Sam Perkins,35.11,17.3,4.8,3.3,8.1,1.5,2.9,3.3,4.0,30.473684210526315
190,Tim Perry,10.2,13.5,0.4,0.8,1.2,-1.2,-1.6,0.1,13.0,7.8375
191,Chuck Person,35.25,16.6,4.1,1.3,5.4,2.0,0.2,1.5,2.0,31.100649350649352
192,Jim Petersen,13.77,9.0,0.0,0.4,0.4,-3.6,-4.1,-0.3,12.0,9.680232558139535
193,Ricky Pierce,28.97,21.9,4.8,1.0,5.8,4.1,0.6,1.1,3.0,31.01271186440678
194,Ed Pinckney,14.05,13.7,1.7,1.2,2.9,0.0,1.2,0.9,7.0,10.659090909090908
195,Olden Polynice,13.73,12.4,1.6,0.9,2.5,-0.8,-2.2,-0.1,12.0,9.259493670886076
196,Terry Porter,34.76,20.0,7.9,3.8,11.7,4.4,4.3,4.4,2.0,38.490625
197,Paul Pressey,24.56,15.9,1.6,1.4,3.0,0.4,0.4,0.9,4.0,22.50877192982456
198,Harold Pressley,22.26,13.7,0.8,1.5,2.3,-0.5,-0.3,0.7,5.0,18.75347222222222
199,Mark Price,37.07,21.1,7.6,2.5,10.1,5.5,3.9,4.0,11.0,40.58904109589041
200,Brian Quinnett,6.23,3.9,-0.2,0.1,-0.1,-6.0,-7.1,-0.2,1.0,3.1048387096774195
201,Kurt Rambis,25.73,12.1,1.0,3.1,4.1,-0.9,2.6,2.2,3.0,18.77364864864865
202,Blair Rasmussen,24.63,16.0,2.3,2.9,5.2,-1.5,-1.1,0.4,1.0,25.021604938271604
203,J.R. Reid,33.62,10.2,-1.7,2.8,1.1,-3.8,-2.5,-0.3,1.0,23.14329268292683
204,Robert Reid,16.69,8.0,-1.1,0.8,-0.3,-4.2,-4.6,-0.8,3.0,10.840277777777779
205,Jerry Reynolds,27.12,14.1,0.2,1.1,1.3,-1.5,-0.8,0.5,2.0,25.347014925373134
206,Glen Rice,30.01,11.3,-0.4,1.8,1.4,-2.5,-3.2,-0.7,1.0,22.224025974025974
207,Pooh Richardson,31.48,15.8,2.0,2.4,4.4,0.5,-0.4,1.0,1.0,26.951219512195124
208,David Rivers,13.92,9.9,-0.8,0.6,-0.2,-3.9,-5.2,-0.6,6.0,9.58173076923077
209,Doc Rivers,31.79,17.2,2.5,1.5,4.0,2.5,4.1,2.4,2.0,30.541666666666668
210,Fred Roberts,27.26,11.6,1.9,1.6,3.5,-1.6,-1.9,0.0,21.0,17.76829268292683
211,Alvin Robertson,32.09,18.9,3.6,3.9,7.5,2.7,5.5,4.9,6.0,33.19444444444444
212,Clifford Robinson,19.09,9.3,-2.0,2.4,0.3,-4.7,-4.7,-1.1,1.0,15.009146341463415
213,Tree Rollins,14.04,8.8,-0.2,0.9,0.7,-5.0,-2.2,0.0,3.0,8.921875
214,Doug Roth,9.81,8.2,0.0,0.4,0.4,-4.0,-3.7,-0.2,1.0,6.136904761904762
215,Scott Roth,14.94,11.7,-0.2,1.0,0.7,-2.2,-3.8,-0.5,14.0,11.834507042253522
216,Brian Rowsom,12.7,13.6,0.5,0.5,1.0,-2.7,-3.1,-0.1,4.0,10.176136363636363
217,Donald Royal,11.3,15.2,0.6,0.7,1.3,-1.3,-2.7,-0.1,1.0,9.265151515151516
218,Delaney Rudd,11.04,8.6,-0.6,0.7,0.1,-3.3,-5.9,-0.8,1.0,7.0
219,John Salley,23.34,13.5,2.2,3.9,6.1,-1.4,2.9,2.4,3.0,18.713414634146343
220,Mike Sanders,18.67,9.1,0.1,0.9,1.0,-2.5,-3.4,-0.5,3.0,11.445121951219512
221,Danny Schayes,22.53,16.5,2.8,1.7,4.5,0.0,1.3,1.0,2.0,22.24056603773585
222,Detlef Schrempf,32.99,17.6,6.1,2.0,8.1,1.9,1.7,2.4,2.0,30.141025641025642
223,Byron Scott,33.68,14.3,3.8,2.2,6.0,1.4,0.7,1.7,3.0,26.93831168831169
224,Rony Seikaly,32.55,15.9,-0.2,3.4,3.2,-2.6,-1.8,0.1,2.0,31.02364864864865
225,Brad Sellers,11.86,9.2,-0.3,0.4,0.2,-3.7,-5.1,-0.5,5.0,7.6059322033898304
226,Charles Shackleford,22.24,12.3,-0.3,1.7,1.5,-3.4,-3.5,-0.6,6.0,16.8
227,Purvis Short,26.99,13.4,2.0,1.3,3.3,-0.7,-2.1,-0.1,6.0,20.16768292682927
228,Jerry Sichting,14.17,8.9,0.0,0.2,0.2,-4.1,-7.1,-0.6,4.0,8.628571428571428
229,Jack Sikma,31.69,14.7,2.3,2.7,5.0,0.1,1.0,1.7,2.0,29.485915492957748
230,Scott Skiles,20.86,13.2,1.9,0.1,2.0,0.2,-2.7,-0.2,4.0,18.067857142857143
231,Charles Smith,8.65,13.3,0.4,0.7,1.1,-1.2,-0.6,0.2,12.0,7.6125
232,Derek Smith,18.73,13.7,1.9,1.0,2.9,0.1,-1.5,0.2,14.0,14.033333333333333
233,Kenny Smith,30.65,13.3,1.7,1.0,2.6,-0.6,-2.9,-0.5,4.0,23.04746835443038
234,Larry Smith,17.57,9.8,0.1,2.5,2.6,-2.7,0.3,0.8,9.0,11.719594594594595
235,Michael Smith,9.54,14.2,0.3,0.4,0.7,-0.4,-3.0,-0.2,1.0,7.857692307692307
236,Otis Smith,25.29,17.2,2.5,0.9,3.3,1.4,1.5,1.4,5.0,25.134615384615383
237,Rik Smits,29.32,18.1,4.2,2.3,6.6,0.2,0.8,1.7,3.0,29.353658536585368
238,Rory Sparrow,21.41,8.8,-0.2,0.9,0.7,-3.5,-5.1,-1.4,7.0,13.182926829268293
239,Rod Strickland,26.1,15.7,1.6,2.6,4.3,0.4,0.7,1.4,14.0,23.8109756097561
240,Jon Sundvold,13.76,11.2,0.4,0.5,0.8,-1.6,-4.3,-0.5,6.0,10.357142857142858
241,Roy Tarpley,36.62,18.0,0.3,3.3,3.5,-1.5,0.5,1.0,9.0,37.977777777777774
242,Jay Taylor,6.71,9.5,-0.2,0.1,-0.1,-4.1,-6.1,-0.1,1.0,4.602941176470588
243,Leonard Taylor,3.7,3.8,-0.1,0.0,-0.1,-8.3,-12.8,-0.1,1.0,1.875
244,Terry Teagle,28.98,14.8,1.9,0.8,2.7,-0.6,-2.7,-0.4,6.0,25.134146341463413
245,Reggie Theus,30.92,15.9,2.7,-0.1,2.5,1.6,-1.4,0.4,2.0,30.023026315789473
246,Billy Thompson,27.11,14.7,1.4,2.2,3.6,-0.6,1.1,1.7,12.0,22.917721518987342
247,LaSalle Thompson,25.93,10.3,0.0,2.5,2.4,-2.8,-1.2,0.4,5.0,18.320121951219512
248,Bob Thornton,10.57,6.1,-0.4,0.7,0.3,-4.2,-3.8,-0.3,4.0,5.433035714285714
249,Otis Thorpe,35.94,16.1,4.4,4.1,8.5,1.1,2.3,3.2,2.0,30.36890243902439
250,Sedale Threatt,22.78,17.4,3.7,0.9,4.6,2.7,1.2,1.2,6.0,20.088461538461537
251,Wayman Tisdale,37.18,18.1,4.8,2.2,7.0,0.7,-1.1,0.7,9.0,33.66772151898734
252,Tom Tolbert,19.24,13.8,1.9,0.7,2.5,-0.8,-3.0,-0.3,5.0,15.935714285714285
253,Sedric Toney,15.12,8.0,-0.4,0.4,0.0,-3.3,-6.0,-1.0,7.0,9.4140625
254,Kelly Tripucka,30.43,13.6,0.6,1.5,2.1,-0.6,-1.2,0.5,11.0,25.54113924050633
255,Trent Tucker,21.3,12.0,1.9,1.4,3.3,0.7,-0.4,0.7,2.0,16.160493827160494
256,Andre Turner,10.45,6.2,-0.4,0.1,-0.3,-7.4,-9.5,-0.2,4.0,6.590909090909091
257,Henry Turner,8.75,14.2,0.0,0.3,0.3,-2.2,-3.1,-0.1,1.0,7.256944444444445
258,Jeff Turner,18.42,6.6,-0.5,0.3,-0.2,-4.4,-5.1,-0.9,11.0,10.441666666666666
259,Melvin Turpin,13.86,12.8,0.9,0.9,1.8,-2.0,-1.8,0.0,3.0,10.927966101694915
260,Kelvin Upshaw,9.68,11.9,0.0,0.3,0.3,-2.1,-3.4,-0.1,4.0,8.06875
261,Kiki Vandeweghe,25.59,12.5,0.5,0.3,0.8,-1.4,-3.5,-0.2,4.0,18.522727272727273
262,Jay Vincent,11.2,11.8,0.1,0.4,0.5,-3.0,-4.8,-0.3,2.0,7.963414634146342
263,Sam Vincent,26.3,15.4,2.0,0.4,2.4,0.1,-1.2,0.4,4.0,24.349206349206348
264,Alexander Volkov,13.01,11.9,1.0,0.4,1.4,0.2,-0.7,0.3,1.0,9.416666666666666
265,Darrell Walker,35.59,15.6,2.7,3.6,6.3,0.2,2.8,3.5,11.0,33.40432098765432
266,Kenny Walker,23.46,12.7,2.5,1.5,4.0,-0.7,-0.6,0.5,4.0,16.301470588235293
267,Spud Webb,26.63,15.3,3.5,1.1,4.5,0.9,-0.2,1.0,11.0,22.225609756097562
268,Bill Wennington,13.57,10.6,0.2,1.1,1.2,-3.1,-2.7,-0.1,10.0,9.6125
269,Doug West,7.27,7.5,-0.5,0.4,-0.1,-5.6,-7.3,-0.5,1.0,4.5576923076923075
270,Randy White,12.85,7.4,-1.0,0.8,-0.2,-4.9,-6.3,-0.8,1.0,8.086363636363636
271,Mitchell Wiggins,28.06,16.3,2.9,2.5,5.4,0.6,0.1,1.0,4.0,24.450757575757574
272,Morlon Wiley,15.95,11.3,-0.2,0.3,0.1,-1.7,-2.9,-0.2,13.0,12.55
273,Eddie Lee,12.3,9.9,-0.1,0.9,0.8,-4.2,-6.8,-1.2,9.0,8.120253164556962
274,Gerald Wilkins,31.82,14.3,2.3,2.1,4.4,0.4,0.2,1.4,2.0,26.38719512195122
275,Buck Williams,34.16,14.3,4.3,4.3,8.7,0.2,1.8,2.7,4.0,26.73170731707317
276,Herb Williams,27.15,10.4,-0.6,2.8,2.2,-3.5,-1.6,0.2,11.0,18.799382716049383
277,John Williams,35.11,17.6,0.7,0.7,1.3,0.6,0.8,0.4,5.0,34.708333333333336
278,Micheal Williams,11.75,17.9,0.4,0.3,0.7,0.9,-0.1,0.2,12.0,11.714285714285714
279,Mike Williams,4.86,3.5,-0.1,0.1,0.0,-7.3,-5.9,-0.1,1.0,2.892857142857143
280,Reggie Williams,15.81,9.1,-0.8,0.8,0.0,-4.1,-5.3,-0.6,2.0,11.702127659574469
281,Kevin Willis,28.06,15.7,3.0,1.7,4.7,0.1,-1.2,0.5,3.0,22.85185185185185
282,David Wingate,23.79,9.4,-0.4,2.3,1.9,-2.6,-1.8,0.1,9.0,14.573717948717949
283,Randy Wittman,8.92,6.9,0.0,0.1,0.0,-4.0,-6.5,-0.6,9.0,3.512295081967213
284,Joe Wolf,17.21,6.8,-1.4,1.2,-0.2,-5.1,-5.5,-1.2,15.0,9.571428571428571
285,Leon Wood,7.14,10.9,0.2,0.1,0.3,-2.5,-6.8,-0.2,11.0,5.178571428571429
286,Mike Woodson,15.93,8.8,-0.6,1.2,0.7,-4.1,-4.8,-0.7,2.0,10.901639344262295
287,Orlando Woolridge,22.92,17.6,3.3,1.5,4.8,1.2,0.6,0.9,2.0,20.322580645161292
288,Danny Young,16.99,11.5,1.0,1.9,3.0,-1.3,-0.3,0.6,11.0,12.112804878048781
289,Michael Young,10.2,16.0,0.6,0.5,1.1,0.4,-0.9,0.1,1.0,8.95
290,Mahmoud Abdul-Rauf,22.46,12.2,-0.7,-0.3,-1.0,-1.7,-6.1,-1.6,1.0,21.044776119402986
291,Mark Acres,19.31,9.2,1.4,1.1,2.5,-2.1,-1.8,0.1,11.0,11.077205882352942
292,Michael Adams,35.55,22.3,5.8,0.4,6.3,7.1,4.4,3.8,5.0,52.46212121212121
293,Mark Aguirre,25.72,16.7,2.8,2.7,5.5,0.9,0.7,1.4,3.0,22.439102564102566
294,Danny Ainge,21.38,17.0,4.1,2.1,6.2,3.4,2.8,2.1,13.0,21.29375
295,Mark Alarie,13.98,11.3,0.1,0.6,0.6,-2.4,-3.6,-0.2,10.0,10.625
296,Steve Alford,6.94,20.5,0.5,0.1,0.6,2.4,-1.4,0.0,7.0,6.551470588235294
297,Greg Anderson,13.59,9.1,-1.2,0.9,-0.3,-6.8,-7.5,-1.3,1.0,10.319852941176471
298,Nick Anderson,28.16,15.1,1.2,1.9,3.1,-1.1,-1.0,0.5,13.0,24.37857142857143
299,Ron Anderson,28.54,15.5,2.3,1.8,4.1,-0.5,-2.3,-0.2,13.0,22.576219512195124
300,Willie Anderson,34.56,13.0,1.3,3.5,4.8,-0.8,0.1,1.4,3.0,27.94333333333333
301,B.J. Armstrong,21.11,14.8,2.3,1.8,4.1,-0.4,-1.8,0.1,14.0,17.0609756097561
302,Keith Askins,6.82,13.5,0.2,0.4,0.6,-0.6,1.4,0.2,1.0,6.173076923076923
303,Thurl Bailey,30.32,12.5,0.6,3.1,3.7,-2.4,-1.2,0.5,7.0,22.54268292682927
