,Player,MPG,PER,OWS,DWS,WS,OBPM,BPM,VORP,Years_Played,Fantasy_PPG
8721,Earl Clark,9.3,6.7,-0.2,0.1,-0.1,-6.6,-6.1,-0.1,5.0,6.525
8722,Ian Clark,6.4,8.8,0.0,0.2,0.2,-2.0,-2.8,0.0,2.0,4.066666666666666
8723,Jordan Clarkson,25.02,16.9,2.0,0.4,2.4,1.4,-0.3,0.6,1.0,22.0635593220339
8724,Norris Cole,24.41,10.9,0.4,1.0,1.4,-1.5,-3.0,-0.5,4.0,16.17
8725,Darren Collison,34.78,17.5,3.0,0.8,3.8,2.8,1.5,1.4,6.0,30.816666666666666
8726,Nick Collison,16.68,11.2,1.0,1.2,2.2,-1.1,0.1,0.6,10.0,11.575757575757576
8727,Mike Conley,31.79,18.6,4.2,2.7,6.8,3.2,2.7,2.6,8.0,29.939285714285713
8728,Chris Copeland,16.56,7.4,-0.9,0.8,-0.1,-2.8,-4.3,-0.5,3.0,10.47
8729,Bryce Cotton,10.6,14.5,0.1,0.1,0.2,-1.2,-4.4,-0.1,1.0,8.316666666666666
8730,DeMarcus Cousins,34.12,25.2,2.8,3.2,6.0,1.4,4.7,3.4,5.0,46.82203389830509
8731,Robert Covington,27.94,14.7,1.6,2.3,4.0,0.6,0.2,1.1,1.0,25.317857142857143
8732,Allen Crabbe,13.39,8.7,0.5,0.8,1.3,-1.3,-0.3,0.3,2.0,7.745098039215686
8733,Jamal Crawford,26.61,16.6,2.5,1.2,3.6,1.7,-1.0,0.4,15.0,25.45703125
8734,Jae Crowder,20.09,13.9,1.9,2.0,3.9,-0.1,0.6,1.1,3.0,16.128048780487806
8735,Dante Cunningham,25.03,8.9,0.5,1.2,1.6,-2.6,-1.6,0.2,6.0,12.56060606060606
8736,Jared Cunningham,4.68,7.3,-0.1,0.1,0.0,-4.0,-6.7,-0.1,3.0,3.1052631578947367
8737,Stephen Curry,32.66,28.0,11.5,4.1,15.7,9.6,9.9,7.9,6.0,46.059375
8738,Troy Daniels,8.45,9.6,0.1,0.1,0.2,-0.3,-4.9,-0.3,1.0,5.882978723404255
8739,Luigi Datome,9.95,15.1,0.2,0.2,0.4,-0.3,-2.1,0.0,2.0,8.333333333333334
8740,Brandon Davies,15.67,10.5,-0.2,0.4,0.2,-3.1,-3.2,-0.1,2.0,11.083333333333334
8741,Anthony Davis,36.1,30.8,9.9,4.2,14.0,4.2,7.1,5.7,3.0,49.1764705882353
8742,Glen Davis,12.22,10.8,0.2,1.1,1.4,-3.5,-2.5,-0.1,7.0,8.402027027027026
8743,Austin Daye,10.12,8.2,-0.6,0.5,0.0,-4.4,-5.4,-0.3,6.0,7.801470588235294
8744,Dewayne Dedmon,14.32,13.3,0.7,1.0,1.7,-3.6,-3.3,-0.3,1.0,10.330508474576272
8745,Matthew Dellavedova,20.6,8.5,1.4,0.5,1.9,-0.6,-2.6,-0.2,2.0,11.973880597014926
8746,Luol Deng,33.62,15.5,3.7,1.6,5.4,1.1,0.5,1.5,11.0,24.729166666666668
8747,DeMar DeRozan,35.0,17.4,2.6,1.4,4.0,-0.2,-1.6,0.2,6.0,32.5875
8748,Boris Diaw,24.49,12.7,1.3,2.3,3.6,-0.6,0.1,1.1,12.0,17.76851851851852
8749,Gorgui Dieng,30.04,17.2,3.4,1.5,4.9,0.1,2.5,2.5,2.0,26.25
8750,Spencer Dinwiddie,13.38,10.2,-0.3,0.4,0.1,-2.6,-4.2,-0.2,1.0,11.419117647058824
8751,Joey Dorsey,12.38,11.1,0.4,1.5,1.9,-3.5,-1.4,0.1,1.0,8.25
8752,Toney Douglas,14.75,11.2,0.0,0.2,0.2,-2.1,-1.3,0.0,6.0,11.395833333333334
8753,Chris Douglas-Roberts,8.58,3.3,0.0,0.1,0.0,-4.4,-6.1,-0.1,6.0,3.7083333333333335
8754,Goran Dragic,33.85,17.4,5.4,1.4,6.8,2.5,1.1,2.1,7.0,28.099358974358974
8755,Zoran Dragic,4.69,8.2,-0.1,0.0,-0.1,-2.5,-6.5,-0.1,1.0,2.75
8756,Larry Drew,18.25,4.5,-0.5,0.1,-0.4,-7.3,-11.4,-0.5,14.0,9.1875
8757,Andre Drummond,30.51,21.4,3.4,4.3,7.7,-1.2,-0.2,1.2,3.0,32.35670731707317
8758,Jared Dudley,23.85,12.3,2.0,2.1,4.1,0.1,0.6,1.1,8.0,15.711805555555555
8759,Tim Duncan,28.92,22.6,4.9,4.7,9.6,0.8,5.5,4.2,18.0,33.11363636363637
8760,Mike Dunleavy,29.17,11.6,2.4,1.7,4.1,0.6,0.4,1.1,25.0,19.099206349206348
8761,Kevin Durant,33.81,27.6,3.8,1.0,4.8,6.3,6.1,1.9,8.0,43.101851851851855
8762,Cleanthony Early,16.59,8.4,-0.8,0.4,-0.4,-3.8,-5.2,-0.5,1.0,10.820512820512821
8763,Wayne Ellington,25.77,11.6,1.1,0.1,1.2,-0.4,-3.0,-0.4,6.0,17.50769230769231
8764,Monta Ellis,33.74,16.5,1.4,2.2,3.6,0.7,-0.1,1.3,10.0,30.921875
8765,James Ennis,16.95,11.5,1.2,0.8,1.9,-0.9,-1.5,0.1,1.0,10.754032258064516
8766,Tyler Ennis,12.45,7.3,-0.8,0.5,-0.3,-5.2,-6.7,-0.5,1.0,8.272727272727273
8767,Jeremy Evans,7.0,20.5,0.9,0.4,1.3,1.5,3.5,0.4,5.0,6.3355263157894735
8768,Reggie Evans,16.26,11.7,0.4,0.8,1.2,-2.7,-2.7,-0.1,7.0,11.21808510638298
8769,Tyreke Evans,34.05,17.7,2.4,2.2,4.6,1.7,1.9,2.6,6.0,33.015822784810126
8770,Dante Exum,22.16,5.7,-1.1,1.0,-0.1,-2.6,-3.8,-0.8,1.0,10.554878048780488
8771,Kenneth Faried,27.81,18.4,3.5,2.1,5.6,-0.2,0.8,1.4,2.0,25.703333333333333
8772,Jordan Farmar,14.69,9.9,0.2,0.4,0.6,-0.7,-2.0,0.0,8.0,10.090277777777779
8773,Derrick Favors,30.81,21.8,5.0,3.3,8.3,0.8,2.4,2.6,3.0,30.9527027027027
8774,Raymond Felton,9.69,12.4,0.0,0.2,0.2,-1.8,-3.0,-0.1,10.0,7.577586206896552
8775,Landry Fields,8.31,10.8,0.2,0.1,0.3,-1.5,-1.5,0.0,5.0,4.336538461538462
8776,Evan Fournier,28.64,12.4,1.5,0.6,2.1,0.2,-2.1,-0.1,3.0,19.336206896551722
8777,Randy Foye,21.74,11.0,0.6,0.4,1.0,0.7,-1.1,0.2,9.0,16.6
8778,Tim Frazier,21.73,8.1,-0.3,0.2,-0.1,-4.9,-7.3,-0.3,1.0,14.568181818181818
8779,Jimmer Fredette,10.18,9.8,0.0,0.2,0.2,-2.6,-5.5,-0.4,4.0,6.54
8780,Channing Frye,24.93,9.5,0.7,1.4,2.1,-0.9,-0.9,0.5,9.0,16.42
8781,Danilo Gallinari,24.17,16.8,3.0,1.0,3.9,2.3,1.3,1.2,6.0,22.64406779661017
8782,Langston Galloway,32.38,12.3,0.7,0.6,1.3,0.0,-1.1,0.3,1.0,24.416666666666668
8783,Francisco Garcia,14.29,3.6,-0.4,0.2,-0.2,-5.0,-5.3,-0.2,10.0,8.053571428571429
8784,Kevin Garnett,20.26,15.2,0.4,1.5,1.9,-2.6,-0.2,0.4,20.0,18.154255319148938
8785,Marc Gasol,33.17,21.7,5.5,4.7,10.2,1.3,4.8,4.6,7.0,35.46296296296296
8786,Pau Gasol,34.37,22.7,6.0,4.4,10.4,0.7,2.8,3.2,14.0,38.87179487179487
8787,Rudy Gay,35.41,19.7,4.8,1.3,6.1,2.8,2.1,2.5,9.0,35.5735294117647
8788,Alonzo Gee,12.26,13.0,0.6,0.6,1.2,-1.3,-1.0,0.2,6.0,8.347222222222221
8789,Paul George,15.17,13.0,-0.2,0.2,0.0,-2.7,-3.3,0.0,5.0,15.291666666666666
8790,Manu Ginobili,22.67,16.2,1.4,2.3,3.7,1.4,1.7,1.5,13.0,21.396428571428572
8791,Rudy Gobert,26.32,21.6,5.0,4.3,9.3,0.7,5.8,4.3,1.0,25.89329268292683
8792,Drew Gooden,16.94,11.9,0.5,1.2,1.7,-1.8,-1.6,0.1,13.0,12.568627450980392
8793,Archie Goodwin,13.05,11.2,-0.2,0.4,0.2,-3.3,-4.5,-0.3,2.0,9.573170731707316
8794,Aaron Gordon,16.96,11.4,0.3,0.7,1.0,-2.8,-2.8,-0.2,1.0,11.388297872340425
8795,Ben Gordon,14.11,10.6,0.1,0.2,0.3,-2.5,-6.1,-0.8,11.0,8.870535714285714
8796,Drew Gordon,7.89,3.7,-0.2,0.1,-0.1,-9.0,-11.3,-0.2,1.0,3.138888888888889
8797,Eric Gordon,33.08,12.7,2.2,0.7,2.9,1.4,-0.6,0.7,7.0,24.15573770491803
8798,Marcin Gortat,29.91,18.2,4.4,4.2,8.6,-0.4,1.8,2.4,7.0,26.286585365853657
8799,Danny Granger,20.43,8.6,0.2,0.3,0.6,-1.5,-3.2,-0.2,10.0,11.408333333333333
8800,Jerami Grant,21.18,8.7,-0.9,1.4,0.5,-4.3,-3.3,-0.5,1.0,14.103846153846154
8801,Danny Green,28.54,16.5,4.0,3.9,7.8,2.8,5.0,4.1,5.0,25.839506172839506
8802,Draymond Green,31.52,16.4,3.3,5.2,8.5,1.0,5.0,4.4,3.0,31.734177215189874
8803,Erick Green,9.53,8.9,-0.1,0.1,0.0,-2.7,-5.4,-0.3,1.0,6.093023255813954
8804,Gerald Green,19.54,15.4,1.0,1.0,1.9,0.8,-2.4,-0.2,8.0,18.3277027027027
8805,JaMychal Green,6.83,14.9,0.1,0.3,0.4,-2.0,-2.1,0.0,1.0,4.979166666666667
8806,Jeff Green,31.46,14.4,2.7,2.4,5.2,0.1,-0.7,0.8,7.0,24.794871794871796
8807,Willie Green,18.29,7.9,-0.4,0.4,-0.1,-2.8,-4.9,-0.7,12.0,10.461538461538462
8808,Blake Griffin,35.16,22.8,6.6,2.4,9.0,3.1,4.1,3.6,5.0,39.12686567164179
8809,Jorge Gutierrez,8.75,11.0,0.1,0.2,0.3,-2.5,-3.1,0.0,2.0,5.475
8810,P.J. Hairston,15.27,9.0,-0.5,0.8,0.3,-2.2,-3.5,-0.3,1.0,10.916666666666666
8811,Justin Hamilton,17.37,14.6,1.0,0.5,1.5,-0.1,0.7,0.5,2.0,13.073170731707316
8812,Tyler Hansbrough,14.3,13.3,2.6,0.9,3.4,0.1,-0.5,0.4,6.0,9.04054054054054
8813,Tim Hardaway,24.01,12.1,0.8,0.0,0.8,0.1,-4.1,-0.9,15.0,18.182142857142857
8814,James Harden,36.8,26.7,12.2,4.2,16.4,7.4,8.4,7.8,6.0,50.54012345679013
8815,Maurice Harkless,14.98,8.4,-0.3,0.6,0.3,-3.1,-2.9,-0.1,3.0,8.227777777777778
8816,Devin Harris,22.17,14.8,2.9,1.3,4.2,1.9,1.2,1.3,11.0,18.375
8817,Gary Harris,13.07,4.9,-1.2,0.5,-0.7,-4.2,-4.3,-0.4,1.0,6.963636363636364
8818,Joe Harris,9.67,5.6,0.0,0.2,0.2,-2.0,-4.5,-0.3,1.0,4.490196078431373
8819,Tobias Harris,34.84,16.7,3.0,1.8,4.8,0.4,-0.3,1.0,4.0,29.78676470588235
8820,Udonis Haslem,16.05,10.6,0.4,1.0,1.4,-3.3,-3.4,-0.4,5.0,10.076612903225806
8821,Spencer Hawes,17.45,9.8,-0.3,1.5,1.2,-2.9,-1.9,0.0,8.0,13.356164383561644
8822,Gordon Hayward,34.45,20.2,5.8,2.9,8.7,3.3,3.4,3.6,5.0,34.02302631578947
8823,Gerald Henderson,28.94,13.2,1.3,2.3,3.6,-1.2,-1.5,0.3,16.0,21.009375
8824,Roy Hibbert,25.34,15.4,1.0,3.2,4.2,-3.1,-1.0,0.5,6.0,22.894736842105264
8825,J.J. Hickson,19.33,14.3,0.5,1.4,1.8,-3.1,-2.7,-0.3,6.0,15.428082191780822
8826,Nene Hilario,25.27,14.3,0.5,2.5,3.0,-1.9,-0.6,0.6,12.0,19.440298507462686
8827,George Hill,29.47,21.5,3.7,1.6,5.4,5.4,5.6,2.4,7.0,31.406976744186046
8828,Jordan Hill,26.77,16.2,1.1,1.1,2.2,-2.0,-2.6,-0.3,6.0,23.735714285714284
8829,Solomon Hill,29.04,10.2,0.9,2.6,3.5,-1.1,-0.3,1.0,2.0,18.04268292682927
8830,Kirk Hinrich,24.39,6.8,-0.3,1.3,1.0,-2.3,-2.8,-0.3,12.0,12.496212121212121
8831,Jrue Holiday,32.58,18.8,2.3,1.1,3.4,3.0,2.3,1.4,6.0,32.41875
8832,Justin Holiday,11.14,12.1,0.2,1.0,1.3,-1.4,-1.0,0.2,2.0,9.033898305084746
8833,Rodney Hood,21.28,12.3,1.3,0.9,2.2,0.2,-1.1,0.2,1.0,15.805
8834,Al Horford,30.5,21.4,5.1,3.6,8.7,1.3,3.8,3.4,8.0,31.407894736842106
8835,Dwight Howard,29.83,19.2,1.4,2.2,3.6,-2.4,-1.2,0.3,11.0,28.817073170731707
8836,Lester Hudson,11.2,16.0,0.1,0.1,0.2,0.0,3.3,0.1,4.0,10.05
8837,Robbie Hummel,16.49,9.7,0.7,0.1,0.8,-1.8,-3.5,-0.3,2.0,9.65
8838,Kris Humphries,21.02,15.4,1.6,2.1,3.8,-2.0,-1.3,0.2,8.0,17.390625
8839,Serge Ibaka,33.06,16.6,2.9,2.7,5.6,-0.5,0.8,1.5,6.0,30.34375
8840,Andre Iguodala,26.87,12.3,2.3,2.8,5.1,0.1,1.6,1.9,11.0,18.564935064935064
8841,Ersan Ilyasova,22.74,16.8,2.3,1.7,4.0,1.2,-0.2,0.6,7.0,20.448275862068964
8842,Joe Ingles,21.18,9.6,0.5,1.6,2.2,-1.1,-0.8,0.5,1.0,12.424050632911392
8843,Kyrie Irving,36.4,21.5,8.4,2.0,10.4,4.7,3.3,3.7,4.0,37.166666666666664
8844,Jarrett Jack,28.01,14.6,1.1,1.4,2.6,-0.5,-1.5,0.3,10.0,22.734375
8845,Reggie Jackson,29.45,17.2,3.3,1.7,4.9,1.9,0.8,1.6,4.0,28.457792207792206
8846,LeBron James,36.13,25.9,7.4,2.9,10.4,6.2,7.4,5.9,12.0,45.40942028985507
8847,Al Jefferson,30.65,19.7,1.3,3.4,4.7,-1.3,0.2,1.1,10.0,31.696153846153845
8848,Cory Jefferson,10.62,13.2,0.2,0.6,0.8,-3.3,-3.7,-0.2,1.0,8.015
8849,Richard Jefferson,16.81,11.3,1.4,0.9,2.3,-0.2,-0.7,0.4,14.0,11.027027027027026
8850,John Jenkins,12.38,15.9,0.6,0.3,0.9,1.1,-0.9,0.1,3.0,9.71875
8851,Brandon Jennings,28.61,19.7,2.6,0.7,3.3,4.3,1.8,1.1,6.0,30.554878048780488
8852,Jonas Jerebko,16.4,15.0,2.0,1.4,3.5,0.5,0.9,0.9,5.0,13.413333333333334
8853,Grant Jerrett,6.38,1.5,-0.2,0.1,-0.1,-6.8,-8.4,-0.1,1.0,4.5625
8854,Amir Johnson,26.39,15.4,3.5,1.6,5.1,0.8,1.8,1.9,8.0,19.266666666666666
8855,Chris Johnson,18.14,10.2,0.2,0.6,0.8,-1.6,-2.2,0.0,3.0,11.620689655172415
8856,James Johnson,19.57,17.9,2.5,1.6,4.1,0.6,2.7,1.6,6.0,16.646428571428572
8857,Joe Johnson,34.89,14.1,2.6,1.5,4.1,0.9,0.2,1.5,14.0,26.515625
8858,Nick Johnson,9.36,4.8,-0.4,0.2,-0.1,-6.1,-7.3,-0.3,1.0,4.767857142857143
8859,Tyler Johnson,18.84,12.0,0.1,0.7,0.8,-1.8,-1.1,0.1,1.0,13.0546875
8860,Wesley Johnson,29.54,11.1,1.0,0.7,1.7,-0.9,-1.5,0.3,5.0,19.86842105263158
8861,Dahntay Jones,3.73,1.9,0.0,0.1,0.0,-5.2,-6.4,-0.1,11.0,1.3333333333333333
8862,James Jones,11.74,11.1,1.2,0.4,1.5,1.4,-1.4,0.1,12.0,8.039473684210526
8863,Perry Jones,14.67,6.9,-0.3,0.5,0.2,-4.2,-5.4,-0.5,3.0,7.6686046511627906
8864,Terrence Jones,26.94,18.3,1.7,1.3,3.0,-0.6,1.3,0.7,3.0,24.810606060606062
8865,DeAndre Jordan,34.39,21.0,7.4,5.4,12.8,0.9,4.1,4.3,4.0,32.78658536585366
8866,Cory Joseph,18.28,15.5,2.7,1.8,4.5,0.2,0.7,1.0,4.0,14.0
8867,Enes Kanter,28.47,20.3,4.3,2.1,6.4,0.2,-2.1,-0.1,4.0,26.156666666666666
8868,Sergey Karasev,16.82,10.5,0.3,0.4,0.7,-0.7,-1.2,0.1,2.0,10.174242424242424
8869,Ryan Kelly,23.71,8.6,0.4,0.3,0.7,-2.1,-2.8,-0.3,2.0,14.76923076923077
8870,Sean Kilpatrick,18.0,10.0,0.1,0.0,0.1,-0.7,-3.8,0.0,1.0,11.125
8871,Brandon Knight,32.3,17.1,2.0,2.5,4.5,1.7,1.1,1.6,4.0,31.41269841269841
8872,Kyle Korver,32.24,14.8,5.0,2.4,7.5,3.1,3.3,3.3,12.0,24.66
8873,Jeremy Lamb,13.47,14.9,1.0,0.7,1.6,0.0,-1.6,0.1,3.0,11.787234042553191
8874,Shane Larkin,24.54,10.9,0.8,0.9,1.7,-1.6,-2.4,-0.2,2.0,15.384868421052632
8875,Joffrey Lauvergne,11.17,10.5,-0.2,0.3,0.1,-4.2,-3.6,-0.1,1.0,8.583333333333334
8876,Zach LaVine,24.7,11.3,-0.7,0.0,-0.7,-1.7,-4.5,-1.2,1.0,18.064935064935064
8877,Ty Lawson,35.53,18.5,6.0,1.0,7.0,2.7,0.5,1.7,6.0,34.52
8878,Ricky Ledo,14.35,6.3,-0.6,0.0,-0.6,-4.9,-7.9,-0.4,2.0,8.617647058823529
8879,Courtney Lee,30.57,11.5,2.5,2.4,4.8,0.3,0.5,1.5,7.0,18.363636363636363
8880,David Lee,18.45,17.8,1.6,1.6,3.2,-0.6,1.4,0.8,8.0,17.336734693877553
8881,Alex Len,22.0,13.5,1.2,2.1,3.4,-3.3,-1.0,0.4,1.0,17.315217391304348
8882,Kawhi Leonard,31.77,22.0,4.2,4.4,8.6,2.6,6.1,4.1,4.0,35.1328125
8883,Meyers Leonard,15.4,14.8,1.6,1.2,2.8,0.1,0.2,0.5,3.0,12.545454545454545
8884,Jon Leuer,13.08,11.9,0.2,1.2,1.3,-3.1,-3.1,-0.2,4.0,9.277777777777779
8885,Damian Lillard,35.67,20.7,7.3,3.3,10.6,5.0,5.1,5.2,3.0,38.46341463414634
8886,Jeremy Lin,25.77,15.6,1.8,0.8,2.7,0.5,-0.8,0.6,5.0,23.050675675675677
8887,Shaun Livingston,18.82,12.9,1.5,1.8,3.3,-2.1,-1.7,0.1,9.0,13.666666666666666
8888,Brook Lopez,29.17,22.7,4.7,2.2,7.0,0.5,0.2,1.1,6.0,30.60763888888889
8889,Robin Lopez,27.76,16.2,3.2,1.9,5.1,0.1,2.1,1.7,3.0,20.614406779661017
8890,Kevin Love,33.76,18.8,5.8,2.9,8.7,2.0,1.9,2.5,7.0,33.556666666666665
8891,Kyle Lowry,34.49,19.3,5.1,2.0,7.1,4.2,3.6,3.4,9.0,36.55714285714286
8892,John Lucas,12.95,13.0,0.2,0.1,0.3,-1.1,-5.5,-0.2,11.0,10.071428571428571
8893,Shelvin Mack,15.15,13.2,0.5,0.8,1.3,-0.9,-3.1,-0.2,4.0,12.10909090909091
8894,Devyn Marble,13.0,5.9,-0.3,0.2,-0.1,-4.7,-4.5,-0.1,1.0,6.609375
8895,Shawn Marion,19.32,11.0,0.8,0.9,1.7,-2.0,-1.3,0.2,16.0,11.56140350877193
